DateID;CustomerID;TotalTimeWatched;Platform;PlayEventType;VideoTitle;TotalTimeWatched_Hours;DayOfWeekName
2021/01/17;JLP8HMRSERRT7SHE2L7V8177004S;180;Leanback;LiveTV;Unknown;3;Sunday
2021/01/17;96IV6O8D2U342FMWAIGQEDYE002L;12060;Leanback;LiveTV;Unknown;201;Sunday
2021/01/20;HBJV8IELD3Q9EVNQBZNLB5GZ004J;1260;Leanback;Other;Isibaya;21;Wednesday
2021/01/22;JW3D32AB27U67WZOIG642IIY0012;540;Leanback;LiveTV;Int CRI '21: SRI v ENG 2nd Test D1;9;Friday
2021/01/23;KN42BQKA57DYKED96YC6FB3E002E;5520;Web;LiveTV;The Hunt For Red October;92;Saturday
2021/01/23;L7YX3L5B6VHYF0JDLCBD505X006E;360;Leanback;LiveTV;Unknown;6;Saturday
2021/01/07;EPIZGYUJ4RKI2EHG4MD7CCLJ000V;10440;iOS;LiveTV;Elif;174;Thursday
2021/01/07;DU4Z1GI04I64LZ5C5B3HKC77001O;2040;Leanback;LiveTV;South Africa Tonight;34;Thursday
2021/01/09;JLP8HMRSERRT7SHE2L7V8177004S;600;Leanback;Catch Up;The Undoing;10;Saturday
2021/01/09;IFIPM513BCIM7WA5E0SQ6YNL006X;2820;Leanback;Other;Masterchef Australia;47;Saturday
2021/01/09;D1COFVKB7R35KG4Y8QL2AP4U002B;60;Leanback;LiveTV;Small Biz MBA;1;Saturday
2021/01/12;EPBF04WULJ4Z3T1GEO1UIT7E006H;5160;Leanback;LiveTV;Tjiff & Tjaff Uitstappies;86;Tuesday
2021/01/13;I7SNFC8FAWR3AS8HDYGDGWK0003Q;1860;Android;LiveTV;Unknown;31;Wednesday
2021/01/16;DMMVDBZFDT1F7WL4BGWQ5KOJ000G;360;Web;Catch Up;Huisgenoot: Ware Lewensdramas;6;Saturday
2021/01/18;D2WSMBTHGYV8J1I0LP466FZF002Y;120;Web;Catch Up;The Queen;2;Monday
2021/01/20;I7SNFC8FAWR3AS8HDYGDGWK0003Q;7380;Leanback;LiveTV;UFC 248: Adesanya v Romero;123;Wednesday
2021/01/20;FSOS9F7DK7R980EU1X6B9P6B005A;720;iOS;LiveTV;Newshour;12;Wednesday
2021/01/20;5TEQ1XN0EY5QDCMN4FOQGGWZ006T;15540;Leanback;LiveTV;vampirina;259;Wednesday
2021/01/24;CXXO699PE8TSC9DO8Z8XAZH2003M;120;Leanback;LiveTV;Lone Survivor;2;Sunday
2021/01/25;D5UCMFRU0Q2W583967CS9QSU0013;120;Leanback;LiveTV;Unknown;2;Monday
2021/01/08;CEO4KHY8DJKIANQC1DGSL9Z7005S;1500;Web;LiveTV;Isibaya;25;Friday
2021/01/12;B4ICHIXAHO3SLT6A55534GR10048;60;Leanback;LiveTV;miraculous: tales of ladybug and...;1;Tuesday
2021/01/14;D2WSMBTHGYV8J1I0LP466FZF002Y;1320;Web;Catch Up;Gomora;22;Thursday
2021/01/14;5OEEHUCNAZYR54DM61SOLHRL0046;300;Leanback;Catch Up;I Blew It;5;Thursday
2021/01/15;JAT8LGNK3SQKLYVX3M22KO3H0062;60;Leanback;Other;Super Rugby Special 25 Years;1;Friday
2021/01/16;FHGOI97HGVMNLSP6KYTM5W65006S;1860;Leanback;LiveTV;Unknown;31;Saturday
2021/01/16;3K4992X1FNE0HUZWC8UC6PZQ000E;480;Web;LiveTV;Wicked Tuna: North Vs South;8;Saturday
2021/01/22;D1COFVKB7R35KG4Y8QL2AP4U002B;4440;Leanback;LiveTV;T.O.T.S.;74;Friday
2021/01/24;CXXO699PE8TSC9DO8Z8XAZH2003M;180;Leanback;LiveTV;top gear;3;Sunday
2021/01/07;K0ET7QSKE5OJ526F656F0ZU6004J;2460;Web;Catch Up;Blue Bloods;41;Thursday
2021/01/07;1U36FLALG37JJ85B9NQEB66J005N;1560;Leanback;Other;Skeem Saam;26;Thursday
2021/01/10;GL1KMCXWHXLDM0FI5LMV5DQZ0051;600;Leanback;LiveTV;Carte Blanche;10;Sunday
2021/01/10;D0785AJEK4OFDM0WFP6ELYSQ0015;2640;Leanback;Catch Up;Kill Mode;44;Sunday
2021/01/11;G249FF1CLCT350FPMDPIJVE4004V;1560;Leanback;LiveTV;South Africa Tonight;26;Monday
2021/01/12;96IV6O8D2U342FMWAIGQEDYE002L;2400;Leanback;Catch Up;The Good Doctor;40;Tuesday
2021/01/13;0UK7J708F1A3J1EUKBG2FS2D000X;60;Leanback;LiveTV;PL 20/21: Man City v Brighton;1;Wednesday
2021/01/13;F5B053XG3SOZLTN42MEVCP1J0065;3060;Leanback;LiveTV;Unknown;51;Wednesday
2021/01/14;EPBF04WULJ4Z3T1GEO1UIT7E006H;1620;Leanback;Other;Dakar Highlights;27;Thursday
2021/01/14;EJDJ2Y551IK5C3NRIFV98V5D0023;60;iOS;LiveTV;Everybody Loves Raymond;1;Thursday
2021/01/17;KA8H3MIC62ZY50A8KGCBFTDT004R;60;Leanback;LiveTV;Unknown;1;Sunday
2021/01/17;B2XTM4WWB69F2EMR9X8WF3R80070;3960;Leanback;LiveTV;Unknown;66;Sunday
2021/01/19;FD7U0XYID71PAOR38LFP0GJR0013;360;Leanback;Other;The Queen;6;Tuesday
2021/01/21;H9Q00LM5FAQWGG4X2XGDFKDZ002O;600;Leanback;LiveTV;Drain The Oceans;10;Thursday
2021/01/23;0UK7J708F1A3J1EUKBG2FS2D000X;1380;Leanback;LiveTV;Unknown;23;Saturday
2021/01/07;0UK7J708F1A3J1EUKBG2FS2D000X;780;Leanback;LiveTV;Unknown;13;Thursday
2021/01/08;F2CI4KOVM23ILX8X0PHIGNEI006P;2460;Leanback;Catch Up;Cruel Peter;41;Friday
2021/01/08;46ZP0ZSQ8W02EVWKFE6WKTK7002H;60;Leanback;Other;We Bare Bears: The Movie;1;Friday
2021/01/08;B4AUHR7ZLVXT7XIJECTC4MXE006X;8520;Leanback;LiveTV;my little pony;142;Friday
2021/01/09;9CQP1WGUKE35F1YBLM02D52H000S;780;Leanback;LiveTV;Mexico Life;13;Saturday
2021/01/12;D15NLP17EIDCLVH5FCXSL1B40001;7260;Leanback;LiveTV;South Africa Tonight;121;Tuesday
2021/01/14;90FICLRAMEW5HUKGHEQVADOS000D;2100;Leanback;LiveTV;WWE Timeline: Seth Rollins v Triple H;35;Thursday
2021/01/15;9WEF1XUM2E8U9GG5FQ9EKLIX0038;480;Leanback;Other;Bull;8;Friday
2021/01/17;HG64K7449Y0B537D5UX5J846001G;1380;Leanback;Other;L.A.'s Finest;23;Sunday
2021/01/19;99XY8K7T71P3KIC125HPLFM1004C;180;Leanback;LiveTV;The South African Morning;3;Tuesday
2021/01/21;74CC31I55WMQC5AX6P4ZE36T003R;420;Leanback;LiveTV;Unknown;7;Thursday
2021/01/22;KN42BQKA57DYKED96YC6FB3E002E;2460;Web;LiveTV;7de Laan;41;Friday
2021/01/24;B60C698E6LY03L3PM8P012YO005M;1140;iOS;LiveTV;Flip Or Flop;19;Sunday
2021/01/24;GYXAAVDQ8G7P6K9IFIB43MZD000F;8160;Android;Catch Up;Spectre;136;Sunday
2021/01/25;G249FF1CLCT350FPMDPIJVE4004V;3360;Leanback;LiveTV;show information is currently not available;56;Monday
2021/01/08;CQY0DUPK69CLLY7QF9CXJ95Y004L;60;Leanback;LiveTV;Unknown;1;Friday
2021/01/10;DU4Z1GI04I64LZ5C5B3HKC77001O;600;Leanback;LiveTV;Inside Story;10;Sunday
2021/01/10;360A3AGXIZMMAN77LGTEHNDS005I;60;Leanback;LiveTV;CC '20: Pumas v Bulls;1;Sunday
2021/01/11;B4ICHIXAHO3SLT6A55534GR10048;5700;Leanback;LiveTV;Unknown;95;Monday
2021/01/17;L7ABEYZ3193JKF0YD79867KH000W;120;Leanback;LiveTV;Unknown;2;Sunday
2021/01/17;D2WSMBTHGYV8J1I0LP466FZF002Y;2700;Leanback;Catch Up;Cheeky Palate;45;Sunday
2021/01/18;CR5W71ZI9OMW26AA4JD2E8TF002M;900;iOS;LiveTV;The Agenda;15;Monday
2021/01/18;FHGOI97HGVMNLSP6KYTM5W65006S;360;Leanback;LiveTV;Unknown;6;Monday
2021/01/19;BVZ3325M7B6G6O26KAOIKKVU001V;1020;Android;LiveTV;Unknown;17;Tuesday
2021/01/20;HKOEDUMWELLPC5CEMGBA7DOE004Y;1680;Leanback;LiveTV;Tussen Ons;28;Wednesday
2021/01/21;ATCRGFHM5AI3984CI13R1P8H003X;60;Leanback;LiveTV;Unknown;1;Thursday
2021/01/22;FD7U0XYID71PAOR38LFP0GJR0013;16560;iOS;LiveTV;Erin Burnett OutFront;276;Friday
2021/01/07;68WQ5Y219XYF0ZPF1JOV7VRL000G;1560;Android;LiveTV;Unknown;26;Thursday
2021/01/10;EJDJ2Y551IK5C3NRIFV98V5D0023;600;Leanback;LiveTV;BattleBots;10;Sunday
2021/01/12;GYXAAVDQ8G7P6K9IFIB43MZD000F;420;Android;LiveTV;Unknown;7;Tuesday
2021/01/12;96IV6O8D2U342FMWAIGQEDYE002L;360;Leanback;Catch Up;Intelligence;6;Tuesday
2021/01/19;D2WSMBTHGYV8J1I0LP466FZF002Y;240;Web;Catch Up;L.A.'S Finest;4;Tuesday
2021/01/19;0GDI0BIILZ0A3LJJKGKV8K55002G;5880;Web;LiveTV;DStv Prem 20/21: Chiefs v Tshakhuma;98;Tuesday
2021/01/19;1VLDESTWLVV0LZRD0YX0CEPL003U;720;Android;LiveTV;Unknown;12;Tuesday
2021/01/21;K0ET7QSKE5OJ526F656F0ZU6004J;2460;Web;Catch Up;Transplant;41;Thursday
2021/01/22;9CQP1WGUKE35F1YBLM02D52H000S;480;Leanback;LiveTV;The Fairly Odd Parents;8;Friday
2021/01/22;J1O2LVO30ACV6KY7AVXJ4U5K0011;1380;Web;LiveTV;Full View;23;Friday
2021/01/23;0SOL4N04BP72LYOY045G43KI0018;60;Leanback;LiveTV;Between Us;1;Saturday
2021/01/23;J1O2LVO30ACV6KY7AVXJ4U5K0011;60;Web;LiveTV;Sports Federation TV;1;Saturday
2021/01/24;B60C698E6LY03L3PM8P012YO005M;4920;iOS;Catch Up;The Christmas Cards;82;Sunday
2021/01/07;HUD9LRDQ780WEXKGD3QYBPDQ0055;420;Leanback;LiveTV;air crash investigation;7;Thursday
2021/01/09;0ZZB063KCR63KFWT4IAKC5MR006J;4320;iOS;Catch Up;Masterchef Australia;72;Saturday
2021/01/09;HUD9LRDQ780WEXKGD3QYBPDQ0055;120;Leanback;Other;Getroud Met Rugby;2;Saturday
2021/01/10;CK4O1KSA0ZMF82IEE8MJI1MF003P;13920;Leanback;LiveTV;All Angles;232;Sunday
2021/01/12;M342MBRPEUXXGC124LOJ1MX90025;1140;iOS;LiveTV;The Loud House;19;Tuesday
2021/01/14;CFSC53AHK4L7EXNA0SFFGWM50006;2580;Web;LiveTV;MODC '21: Dolphins v Titans;43;Thursday
2021/01/15;2CPUH960EORI7SOJ3IC1CGF8002P;60;Leanback;LiveTV;pool kings;1;Friday
2021/01/15;1U36FLALG37JJ85B9NQEB66J005N;660;Leanback;Other;Scandal!;11;Friday
2021/01/16;JQPCIA0W3STGHOM9D5B3BSQ8004G;1500;Leanback;Other;Ubizo;25;Saturday
2021/01/18;9MIB04A8HO3B2BFFHW2A6R5Q0035;300;Leanback;LiveTV;met 'n huppel in die stap;5;Monday
2021/01/23;K6ZEKJQC30D9KGSX0CAP6QOP0033;120;Leanback;LiveTV;Kill Bill: Vol. 1;2;Saturday
2021/01/24;KEFL2WL371PM3R0QBTN6I5UF000E;60;Web;LiveTV;Fish Or Die;1;Sunday
2021/01/07;FF3Q3RJ23VY19D8H37E50FTO0055;3360;Leanback;LiveTV;the kitchen;56;Thursday
2021/01/08;B11KIU4ALVTN81A9JPCAKP1C004Z;2040;Leanback;LiveTV;first dates (uk);34;Friday
2021/01/08;68WQ5Y219XYF0ZPF1JOV7VRL000G;2160;Android;LiveTV;Unknown;36;Friday
2021/01/11;B4ICHIXAHO3SLT6A55534GR10048;240;Leanback;LiveTV;the morning show;4;Monday
2021/01/12;0ZZB063KCR63KFWT4IAKC5MR006J;3360;iOS;Catch Up;Masterchef Australia;56;Tuesday
2021/01/12;290T4PTDC899LVVW5QC2JAMG002N;6180;Web;LiveTV;South Africa Tonight;103;Tuesday
2021/01/12;D2WSMBTHGYV8J1I0LP466FZF002Y;1980;Leanback;LiveTV;Unknown;33;Tuesday
2021/01/12;BNXPE2LZDD8AGEVE1S7Q3UUT000L;1320;Leanback;Other;Arendsvlei;22;Tuesday
2021/01/15;1KFN67JSCELVDIBF4QZN391X002C;180;Leanback;LiveTV;Unknown;3;Friday
2021/01/17;B0CF1EEN2NRCBYA13BNK6FZD006J;5040;Web;LiveTV;PL Build Up;84;Sunday
2021/01/17;G8G15RQ6C50BC63P97DBAGQ8006N;600;Leanback;LiveTV;Unknown;10;Sunday
2021/01/19;849OA255CNYN51LPIZ731P2Z0053;120;Web;LiveTV;Legacy;2;Tuesday
2021/01/19;HPQACFHAKTXR7XDY4NMW4QIU0042;240;Android;LiveTV;Unknown;4;Tuesday
2021/01/21;J1O2LVO30ACV6KY7AVXJ4U5K0011;840;Web;LiveTV;e.tv News;14;Thursday
2021/01/21;921FFGX70Q5B4YVXINM43CVI000W;180;Leanback;LiveTV;Unknown;3;Thursday
2021/01/24;HGRP4C1UIDDBDFG0981M9SUE0033;2580;Leanback;LiveTV;CNN Newsroom With Robyn Curnow;43;Sunday
2021/01/24;HG64K7449Y0B537D5UX5J846001G;1380;Leanback;LiveTV;The Best Man Holiday;23;Sunday
2021/01/07;E2W4A4LSLG0Y7U828WPYD3WX000W;3360;Leanback;LiveTV;Int CRI 20/21: AUS v IND 3rd Test D1;56;Thursday
2021/01/08;M342MBRPEUXXGC124LOJ1MX90025;120;iOS;LiveTV;The Thundermans;2;Friday
2021/01/08;9Y972RE3BM4T57QHE0I0508A003K;1200;Leanback;Other;The Goldbergs;20;Friday
2021/01/09;K0ET7QSKE5OJ526F656F0ZU6004J;2160;Web;Catch Up;Line Of Duty;36;Saturday
2021/01/10;F2CI4KOVM23ILX8X0PHIGNEI006P;4260;Leanback;LiveTV;Unknown;71;Sunday
2021/01/11;9CQP1WGUKE35F1YBLM02D52H000S;120;Leanback;LiveTV;It's Pony;2;Monday
2021/01/15;6FIOCHCDGFZF56W9ET9THOYQ002O;1500;Android;Catch Up;The Menendez Brothers: The Crimes That Changed Us;25;Friday
2021/01/17;G8G15RQ6C50BC63P97DBAGQ8006N;180;Leanback;LiveTV;Unknown;3;Sunday
2021/01/18;5GHW81551IM3J0LKFA71LZ6V005Z;180;Web;LiveTV;Lunchtime;3;Monday
2021/01/20;I7SNFC8FAWR3AS8HDYGDGWK0003Q;2520;Android;Catch Up;The Good Doctor;42;Wednesday
2021/01/24;68WQ5Y219XYF0ZPF1JOV7VRL000G;360;Leanback;LiveTV;Unknown;6;Sunday
2021/01/24;JYOGA9HQ4XY696D39OMU9LAG000H;2160;Leanback;LiveTV;Unknown;36;Sunday
2021/01/09;B60C698E6LY03L3PM8P012YO005M;30240;Web;LiveTV;Sky Sports News;504;Saturday
2021/01/10;3VCBDCQR7KS06O3GHX5KA92O0056;480;Leanback;LiveTV;Unknown;8;Sunday
2021/01/14;9MIB04A8HO3B2BFFHW2A6R5Q0035;420;Leanback;LiveTV;Whales Of The Deep;7;Thursday
2021/01/15;C5R97LFH196UEXDXCPUB91YB004H;2820;Android;Catch Up;The Queen's Corgi;47;Friday
2021/01/15;2PK0G508GSM2EXYD8XQZGDJX003I;960;Leanback;LiveTV;Unknown;16;Friday
2021/01/16;JY0T91E4CHOMDL5BKGEBKG0K0067;840;Leanback;LiveTV;Unknown;14;Saturday
2021/01/17;6ZQO2SZXJIGU990MDKJQ63SN0045;420;Web;LiveTV;Sports Bulletin Around The Clock;7;Sunday
2021/01/18;D2WSMBTHGYV8J1I0LP466FZF002Y;2760;Leanback;Catch Up;Love & Marriage: Huntsville;46;Monday
2021/01/18;D0785AJEK4OFDM0WFP6ELYSQ0015;300;Leanback;Catch Up;10 Years Younger in Ten Days;5;Monday
2021/01/19;3YD670SYEC196D8VH1EQ7AW6000W;8340;Leanback;LiveTV;Unknown;139;Tuesday
2021/01/20;3H7R362H1YD1EYF822TSBSL4005B;420;Web;LiveTV;Daytime Update;7;Wednesday
2021/01/20;GYXAAVDQ8G7P6K9IFIB43MZD000F;5760;Android;LiveTV;Unknown;96;Wednesday
2021/01/20;99XY8K7T71P3KIC125HPLFM1004C;60;Leanback;LiveTV;Married At First Sight New Zealand;1;Wednesday
2021/01/20;4JVD55048D58HQ7G3MXHFYOD0033;720;Web;Catch Up;Alita: Battle Angel;12;Wednesday
2021/01/21;JQPCIA0W3STGHOM9D5B3BSQ8004G;1140;Leanback;Other;Mnakwethu Happily Ever After?;19;Thursday
2021/01/21;ISMPJTZSJOX96H8FESNXGKPH004F;240;iOS;Catch Up;Growing Up Hip Hop;4;Thursday
2021/01/22;C5R97LFH196UEXDXCPUB91YB004H;480;Android;LiveTV;Unknown;8;Friday
2021/01/22;JLP8HMRSERRT7SHE2L7V8177004S;1200;Leanback;Catch Up;The Goldbergs;20;Friday
2021/01/07;JQPCIA0W3STGHOM9D5B3BSQ8004G;300;Leanback;LiveTV;Mina Nawe House;5;Thursday
2021/01/07;I7SNFC8FAWR3AS8HDYGDGWK0003Q;2820;Leanback;Other;Survivor;47;Thursday
2021/01/07;3VCBDCQR7KS06O3GHX5KA92O0056;780;Leanback;LiveTV;Unknown;13;Thursday
2021/01/08;1U36FLALG37JJ85B9NQEB66J005N;4680;Web;LiveTV;Ufelani;78;Friday
2021/01/09;D2WSMBTHGYV8J1I0LP466FZF002Y;300;Web;LiveTV;My Type;5;Saturday
2021/01/10;3OHMHLJE8Z8NKKMO8AQ37Z4C001D;960;Leanback;LiveTV;Unknown;16;Sunday
2021/01/15;DTO9EH7W6CFXDF3MJ3OQD5DR0030;960;Leanback;LiveTV;Unknown;16;Friday
2021/01/16;B60C698E6LY03L3PM8P012YO005M;4320;Web;LiveTV;Flip Or Flop;72;Saturday
2021/01/17;BVZ3325M7B6G6O26KAOIKKVU001V;420;Android;LiveTV;Unknown;7;Sunday
2021/01/21;L7ABEYZ3193JKF0YD79867KH000W;180;Leanback;LiveTV;top gear;3;Thursday
2021/01/22;FPKN5PVIADQD0V0GIWBFL9UH000C;4260;Leanback;LiveTV;keeping up with the kardashians;71;Friday
2021/01/23;70QMBNJ8J93H3RTDB1HCD07E006H;180;Web;Catch Up;The Fungies!;3;Saturday
2021/01/24;D3TWF3UGA4BJAO58I28SECLG005W;240;Leanback;LiveTV;Unknown;4;Sunday
2021/01/08;MEIK8UG61FDV4ZCC4BW31QQ90031;60;Leanback;Other;G.I. Jane;1;Friday
2021/01/12;IU7TALZFA4A19B369AM2F809006P;180;Leanback;LiveTV;Unknown;3;Tuesday
2021/01/12;J9SV7TJOF4IWHK62DA5W2PU30034;1440;Leanback;Other;Sipho Sethonga;24;Tuesday
2021/01/13;BS0UC0Z72QUPKE7PD0L2HTRB000L;9000;Leanback;LiveTV;MasterChef Australia;150;Wednesday
2021/01/14;HJ59KRJJGFTN7R43I77E7982005T;60;Leanback;LiveTV;Incidental Insights;1;Thursday
2021/01/15;B2NBAP4QIMXAJ0XOCZL18ZI6005N;420;Leanback;LiveTV;Dakar HL '21: Stage 12;7;Friday
2021/01/15;90FICLRAMEW5HUKGHEQVADOS000D;2400;Leanback;Other;Dr. Phil;40;Friday
2021/01/17;2C5OCJ6LANC996WMHSF77BXF0040;3180;Android;Catch Up;The Stand;53;Sunday
2021/01/17;KN42BQKA57DYKED96YC6FB3E002E;1140;Leanback;LiveTV;PL Build Up;19;Sunday
2021/01/17;ELCD1R7QJ2PFBYL6D4O08JL1002H;60;Leanback;LiveTV;Int CRI '21: SRI v ENG 1st Test D4;1;Sunday
2021/01/17;69ZR8DLQI70VC1FJKF5E25BZ004L;360;Leanback;LiveTV;Business Traveller;6;Sunday
2021/01/18;2PK0G508GSM2EXYD8XQZGDJX003I;120;Leanback;LiveTV;Unknown;2;Monday
2021/01/20;96IV6O8D2U342FMWAIGQEDYE002L;360;Leanback;LiveTV;Unknown;6;Wednesday
2021/01/23;2B583A5KE8YOG8ZJD63Y46LN001N;600;Web;LiveTV;Groen: NamibiÃ«;10;Saturday
2021/01/07;DNDTA33AGYYMBZZS1BBOE8080062;4140;Leanback;LiveTV;New Day;69;Thursday
2021/01/08;74CC31I55WMQC5AX6P4ZE36T003R;120;iOS;LiveTV;BBC News;2;Friday
2021/01/13;BNXPE2LZDD8AGEVE1S7Q3UUT000L;7920;Leanback;LiveTV;Unknown;132;Wednesday
2021/01/15;7AH6C69G00XQC42UA7Z7IB2J001J;60;Web;LiveTV;Dragon: The Bruce Lee Story;1;Friday
2021/01/16;FF3Q3RJ23VY19D8H37E50FTO0055;60;Leanback;LiveTV;The Bold And The Beautiful;1;Saturday
2021/01/17;1U36FLALG37JJ85B9NQEB66J005N;720;Leanback;Other;Uthando Noxolo;12;Sunday
2021/01/17;JQPCIA0W3STGHOM9D5B3BSQ8004G;60;Leanback;LiveTV;Mnakwethu Happily Ever After?;1;Sunday
2021/01/17;L7ABEYZ3193JKF0YD79867KH000W;60;Leanback;LiveTV;PL Build Up;1;Sunday
2021/01/18;D2WSMBTHGYV8J1I0LP466FZF002Y;1380;Web;Catch Up;The River;23;Monday
2021/01/18;9UTVHJ8UFNFLKD9I2GBDH2XY0032;5880;Leanback;LiveTV;EFC Premium Fights;98;Monday
2021/01/21;EPBF04WULJ4Z3T1GEO1UIT7E006H;480;Leanback;LiveTV;WWE Originals Specials;8;Thursday
2021/01/21;849OA255CNYN51LPIZ731P2Z0053;1020;Web;LiveTV;Die Groot Ontbyt;17;Thursday
2021/01/22;1XW6DWQZB32THMVE60XBD1JJ001C;2220;Web;Catch Up;Hot Pursuit;37;Friday
2021/01/22;HBJV8IELD3Q9EVNQBZNLB5GZ004J;60;Leanback;Other;Ingane Yam;1;Friday
2021/01/22;D1COFVKB7R35KG4Y8QL2AP4U002B;900;Leanback;LiveTV;Everybody Loves Raymond;15;Friday
2021/01/23;0UK7J708F1A3J1EUKBG2FS2D000X;3480;Leanback;LiveTV;Super Smash '20: AA v OV;58;Saturday
2021/01/24;HBJV8IELD3Q9EVNQBZNLB5GZ004J;1560;Leanback;Other;LaLiga Santander;26;Sunday
2021/01/08;E5DH54L31C99ERG43M9E8HRA004R;2760;Leanback;LiveTV;The Greatest Stay At Home Videos;46;Friday
2021/01/08;FF3Q3RJ23VY19D8H37E50FTO0055;960;Web;Catch Up;Bull;16;Friday
2021/01/10;9WEF1XUM2E8U9GG5FQ9EKLIX0038;5820;Leanback;Other;Resistance;97;Sunday
2021/01/11;8H97BUBN86RPIZTHIAYA2HL7004H;720;Leanback;LiveTV;South Africa Tonight;12;Monday
2021/01/11;9CQP1WGUKE35F1YBLM02D52H000S;960;Leanback;LiveTV;SpongeBob SquarePants;16;Monday
2021/01/12;I7SNFC8FAWR3AS8HDYGDGWK0003Q;900;Android;LiveTV;Unknown;15;Tuesday
2021/01/18;1XW6DWQZB32THMVE60XBD1JJ001C;660;Web;LiveTV;PL Build Up;11;Monday
2021/01/22;B4AUHR7ZLVXT7XIJECTC4MXE006X;14940;Leanback;LiveTV;What Men Want;249;Friday
2021/01/24;369U2QHPJIFOKK876H94FAI70016;2220;Leanback;LiveTV;MTV Music 24;37;Sunday
2021/01/25;9O36G4K66YKUKE5JCRPHEK6D0023;12240;Web;LiveTV;Klarinet;204;Monday
2021/01/08;HG64K7449Y0B537D5UX5J846001G;900;Leanback;LiveTV;Date My Family;15;Friday
2021/01/10;3OHMHLJE8Z8NKKMO8AQ37Z4C001D;1560;Leanback;Other;Another Christmas Coincidence;26;Sunday
2021/01/10;ELCD1R7QJ2PFBYL6D4O08JL1002H;660;Leanback;LiveTV;Carte Blanche;11;Sunday
2021/01/11;F5B053XG3SOZLTN42MEVCP1J0065;420;Leanback;LiveTV;Unknown;7;Monday
2021/01/12;I7SNFC8FAWR3AS8HDYGDGWK0003Q;1380;Android;Catch Up;Skeem Saam;23;Tuesday
2021/01/14;JLP8HMRSERRT7SHE2L7V8177004S;60;Leanback;LiveTV;supa strikas;1;Thursday
2021/01/14;369U2QHPJIFOKK876H94FAI70016;4140;Leanback;Other;Carte Blanche;69;Thursday
2021/01/14;HKOEDUMWELLPC5CEMGBA7DOE004Y;1380;Leanback;Other;7de Laan;23;Thursday
2021/01/14;JF4T2H5EK7RI7UOW21DUC3BG003C;60;Web;LiveTV;Int CRI '21: SRI v ENG 1st Test D1;1;Thursday
2021/01/15;68WQ5Y219XYF0ZPF1JOV7VRL000G;420;Android;LiveTV;Unknown;7;Friday
2021/01/15;46ZP0ZSQ8W02EVWKFE6WKTK7002H;540;Leanback;LiveTV;MTV Music 24;9;Friday
2021/01/16;0GDI0BIILZ0A3LJJKGKV8K55002G;240;Android;LiveTV;Unknown;4;Saturday
2021/01/16;0UMXD8JFJV620VBU9OHCAYK0003A;1140;Leanback;LiveTV;UFC Fight Night: Holloway v Kattar;19;Saturday
2021/01/17;JLP8HMRSERRT7SHE2L7V8177004S;240;Leanback;Catch Up;The Goldbergs;4;Sunday
2021/01/18;369U2QHPJIFOKK876H94FAI70016;3060;Leanback;LiveTV;Today;51;Monday
2021/01/18;CFSC53AHK4L7EXNA0SFFGWM50006;1920;Web;LiveTV;Unknown;32;Monday
2021/01/19;ATCRGFHM5AI3984CI13R1P8H003X;2820;Leanback;LiveTV;Unknown;47;Tuesday
2021/01/20;3YD670SYEC196D8VH1EQ7AW6000W;8100;Leanback;LiveTV;Unknown;135;Wednesday
2021/01/23;D0785AJEK4OFDM0WFP6ELYSQ0015;1440;Leanback;Catch Up;The Turning;24;Saturday
2021/01/23;2CPUH960EORI7SOJ3IC1CGF8002P;1200;Leanback;LiveTV;Unknown;20;Saturday
2021/01/24;C3CSE9YNM5EF9BU2345H8PFU006D;180;Android;LiveTV;Unknown;3;Sunday
2021/01/07;DTO9EH7W6CFXDF3MJ3OQD5DR0030;120;Leanback;LiveTV;Unknown;2;Thursday
2021/01/07;9WEF1XUM2E8U9GG5FQ9EKLIX0038;180;Leanback;LiveTV;Unknown;3;Thursday
2021/01/07;IV7T6M79F1E9J6J1KRMDE146002D;300;Web;LiveTV;Hunter Street;5;Thursday
2021/01/09;3YD670SYEC196D8VH1EQ7AW6000W;420;Leanback;Catch Up;South America;7;Saturday
2021/01/12;JY0T91E4CHOMDL5BKGEBKG0K0067;1560;Leanback;LiveTV;Unknown;26;Tuesday
2021/01/13;I2HH16149BZ3G9K08BCHDNRU000B;360;iOS;LiveTV;The 2nd Trump Impeachment Vote;6;Wednesday
2021/01/15;CQY0DUPK69CLLY7QF9CXJ95Y004L;4680;Leanback;LiveTV;Unknown;78;Friday
2021/01/17;96IV6O8D2U342FMWAIGQEDYE002L;180;Leanback;LiveTV;Unknown;3;Sunday
2021/01/19;JEPE47ZSLCZCHKELGI0UK0K7002R;120;Android;LiveTV;Unknown;2;Tuesday
2021/01/19;2CPUH960EORI7SOJ3IC1CGF8002P;3840;Leanback;LiveTV;Unknown;64;Tuesday
2021/01/19;99XY8K7T71P3KIC125HPLFM1004C;480;Leanback;LiveTV;Die Groot Ontbyt;8;Tuesday
2021/01/19;DVL541IC6FJ4DG263LFKF2FN005L;3900;Leanback;LiveTV;Unknown;65;Tuesday
2021/01/20;HUD9LRDQ780WEXKGD3QYBPDQ0055;900;Leanback;Other;Getroud Met Rugby;15;Wednesday
2021/01/21;ISMPJTZSJOX96H8FESNXGKPH004F;2220;Web;Catch Up;Growing Up Hip Hop;37;Thursday
